call off,[kɔl ɔf],放弃；取消,,
call on/upon,[kɔl on/upon*],访问；拜访；号召；呼吁,,
calm down,[kɑm daʊn],平静下来；镇定下来,"This critic generated I think some undue rivalry between ballet and modern dance, and it would take a long time, many years in fact, for the rivalry to calm down",我认为这位批评家在芭蕾舞和现代舞之间引发了一些不适当的竞争，而且实际上需要很长时间，很多年，竞争才能平息下来
can't help doing sth.,[kænt hɛlp duɪŋ sth*.],禁不住做某事；不得不做某事,,
can't wait to do sth.,[kænt weɪt tɪ du sth*.],等不及想去做某事,I can't wait to get started,我迫不及待地想开始
care for,[kɛr fər],关心；照顾,People need to plant them and care for them,人们需要种植它们并照顾它们
carry away,[ˈkɛri əˈweɪ],运走；使失去自制力,,
carry off,[ˈkɛri ɔf], 夺去,,
carry on,[ˈkɛri ɔn],继续下去：进行：开展；从事：商说同没,We will probably never be able to carry on an unaided conversation with cetaceans,我们可能永远无法在没有帮助的情况下与鲸类进行对话
carry out,[ˈkɛri aʊt],执行；实行；贯彻；实现；完成,"Unlike formal statues that are limited to static poses of standing, sitting, and kneeling, these figures depict a wide range of actions, such as grinding grain, baking bread, producing pots, and making music, and they are shown in appropriate poses, bending and squatting as they carry out their tasks",与仅限于站、坐、跪等静态姿势的正式雕像不同，这些人物描绘了各种各样的动作，如磨谷物、烤面包、制作锅具、演奏音乐等，并以适当的姿势表现出来。当他们执行任务时蹲着
carve out,[kɑrv aʊt],雕刻出；制造出,allowed the people of the West African savannahs to carve out large empires,允许西非大草原上的人民建立庞大的帝国
cast doubt on,[kæst daʊt ɔn],怀疑.......,A high-scoring response will include the following points made by the professor that cast doubt on the points made in the reading:,高分回应将包括教授提出的对阅读中提出的观点提出质疑的以下观点：
catch a glimpse of,[kæʧ ə glɪmps əv],瞥见；看见,,
catch on,[kæʧ ɔn],理解；明白,So it took both plants quite a while to catch on in Europe,所以这两种植物花了很长时间才在欧洲流行起来
catch one's breath,[kæʧ wənz brɛθ],屏息；歇口气,,
catch one's eye,[kæʧ wənz aɪ],引起某人注意,,
catch sight of,[kæʧ saɪt əv],发现；突然看见,,
catch up,[kæʧ əp],赶上：追上：叙旧；卷入,Student Then maybe you could recommend some extra reading I can do to… catch up,学生 那么也许你可以推荐一些我可以做的额外阅读来……赶上
cater to,[ˈkeɪtər tɪ],迎合,,
cease doing sth.,[sis duɪŋ sth*.],停止做某事,,
cease to,[sis tɪ],停止；终止,"Without it stopping to feed and spreading pollen from flower to flower, these plants would cease to exist",如果它不停止进食并将花粉从一朵花传播到另一朵花，这些植物将不复存在
center on,[ˈsɛnər ɔn],以......为中心,"Well, you know, there is always the computer center on campus, the computers there have free Internet access, couldn't you use them",嗯，你知道，校园里总有一个计算机中心，那里的计算机可以免费上网，你不能使用它们吗
chase after,[ʧeɪs ˈæftər],追逐；追赶,robustus did not chase after prey,粗壮的动物并不追逐猎物
check in,[ʧɛk ɪn],办理登机（或入住）手续,Put a check in the correct boxes,勾选正确的方框
check out,[ʧɛk aʊt],结账后离开；检验；核查,You can check out the book again when it's returned in a couple of weeks,几周后书归还后，您可以再次查看
cheer for,[ʧɪr fər],为......喝彩（或加油）,,
chew on,[ʧu ɔn],考虑；细想,,
chew up,[ʧu əp],咀嚼；毁坏；消耗,,
churn up,[ʧərn əp],搅拌,,
claim to,[kleɪm tɪ],声称；要求,They'll claim to hear that word even though it was never said,他们会声称听到过这个词，即使它从未被说过
clean up,[klin əp],清理,Only recently have investigators considered using these plants to clean up soil and waste sites  that have been contaminated by toxic levels of heavy metals-an environmentally friendly approach known as phytoremediation,直到最近，研究人员才考虑使用这些植物来清理被有毒重金属污染的土壤和废物场，这是一种称为植物修复的环保方法
clear off,[klɪr ɔf],清除；摆脱；离开,,
climb up,[klaɪm əp],爬上去,"So for one thing, many mountain animals have strong muscles that help them climb up and down the steep slopes",一方面，许多山地动物都拥有强壮的肌肉，可以帮助它们在陡峭的山坡上爬上爬下
cling to,[klɪŋ tɪ],紧紧抓住（或抱住）；坚持,But these cylinders cling together at a molecular level,但这些圆柱体在分子水平上粘在一起
cluster around,[ˈkləstər əraʊnd],聚集在......周围,,
coalesce into,[ˌkoʊəˈlɛs ˈɪntu],凝聚成；结合,Extra ma terial that never mana ged to form a coalesce into a moon,从未成功合并成卫星的额外物质
coincide with,[ˌkoʊɪnˈsaɪd wɪθ],符合；与......一致,"For example , flowering may coincide with the migration of a certain animal species that pollinates the plant, or （停顿） producing many flowers at once may increase the number of pollinators a plant attracts",例如，开花可能与为植物授粉的某种动物物种的迁徙同时发生，或者（停顿）一次产生许多花可能会增加植物吸引的传粉者的数量
collaborate with,[kəˈlæbərˌeɪt wɪθ],与......合作,,
collide with,[kəˈlaɪd wɪθ],相冲突；相抵触；相碰撞,[F] Accidents involving oil tankers occur when tankers run into shore reefs or collide with other vessels,[F] 油轮事故发生在油轮撞上岸礁或与其他船只相撞时
come about,[kəm əˈbaʊt],发生；产生,Sometimes these creative solutions come about because a group is more likely to make risky decisions that an individual might not undertake,有时，这些创造性的解决方案之所以出现，是因为群体更有可能做出个人可能不会做出的冒险决定
come across,[kəm əˈkrɔs],偶遇；无意中发现,"She's come across this painting that appears to be an original - let's say, a Rembrandt",她发现这幅画似乎是原作——比方说，是一幅伦勃朗的作品
come along,[kəm əˈlɔŋ],出现；一起来；陪伴,"You are next on the waiting list, so now there is room for you to come along",您是等候名单上的下一个，所以现在有空位供您前来
come down to,[kəm daʊn tɪ], 归根结底,"So we would say that this whole area over which it migrates is its habitat because on this long-distance journey, it needs to come down to feed and sleep every so often, right",所以我们可以说，它迁徙的整个区域都是它的栖息地，因为在长途旅行中，它需要时不时地下来觅食和睡觉，对吧
come into being,[kəm ˈɪntu biɪŋ],形成,,
come into effect,[kəm ˈɪntu ˈifɛkt],生效；实施,,
come into existence,[kəm ˈɪntu ɪgˈzɪstəns],成立；开始存在,illustrate the power of railroads to determine where towns would come into existence,说明铁路在决定城镇出现地点方面的力量
come into use,[kəm ˈɪntu juz],开始被使用,"Early in the eighteenth century, a pump had come into use in which expanding steam raised a piston in a cylinder, and atmospheric pressure brought it down again when the steam condensed inside the cylinderto form a vacuum",十八世纪初，人们开始使用一种泵，其中膨胀的蒸汽使气缸中的活塞上升，当蒸汽在气缸内凝结形成真空时，大气压力将活塞再次压低。
come out of,[kəm aʊt əv],出自；从......出来,,
come over,[kəm ˈoʊvər],过来；顺便拜访,,
come through,[kəm θru],安然渡过（难关等）,"Besides her excellent technical skills, like her use of brush strokes and color to make an impression, both respectives come through",除了她出色的技术技能，比如她使用笔触和色彩给人留下深刻印象，两人都通过
come to a halt,[kəm tɪ ə hɔlt],停住；停止,,
come to light,[kəm tɪ laɪt],显露；真相大白,"And you know, a lot of times when you fix bugs you introduce new bugs, or you discover bugs and other areas that only come to light because something has been changed, so fixing all those new additional bugs was also being delayed",你知道，很多时候，当你修复错误时，你会引入新的错误，或者你发现错误和其他区域，因为某些内容发生了变化才被发现，所以修复所有这些新的额外错误也被推迟了
come to mind,[kəm tɪ maɪnd],想到；浮现在脑海,,
come to one's senses,[kəm tɪ wənz ˈsɛnsɪz],苏醒过来；恢复理智,,
come to the point,[kəm tɪ ðə pɔɪnt],说到要点；扼要地说,,
come true,[kəm tru],实现；成真,,
come up against,[kəm əp əˈgɛnst], 突然或意外碰到（困难等）,,
come up with,[kəm əp wɪθ],提出；想出；赶上,"During other activities encountered in school, such as projects, children now tend to rely on the internet to come up with ideas",在学校遇到的其他活动（例如项目）中，孩子们现在倾向于依靠互联网来提出想法
come upon,[kəm əˈpɑn],偶然遇见；突然产生,,
comment on,[ˈkɑmɛnt ɔn],对......评论,Other students should comment on the man's remark,其他学生应该对该男子的言论发表评论
commit oneself to,[kəˈmɪt ˌwənˈsɛlf tɪ],致力于......；献身于......,,
communicate with,[kəmˈjunəˌkeɪt wɪθ],与......沟通,These dolphins have learned to communicate with trainers who use sign language to ask simple questions,这些海豚学会了与使用手语提出简单问题的训练员进行交流
compare with,[kəmˈpɛr wɪθ],与......比較,,
compel sb. to do sth.,[kəmˈpɛl sb*. tɪ du sth*.],强迫某人做某事,,
compensate for,[ˈkɑmpənˌseɪt fər],赔偿；补偿,"In other words, they were able to compensate for the Sun's movement",换句话说，他们能够补偿太阳的运动
compete for,[kəmˈpit fər],角逐；竞争；为......比赛,Whether different species compete for the same environments,不同物种是否会竞争相同的环境
compete with,[kəmˈpit wɪθ],与......竟争,[A] Clements held that ecological communities were like organisms that compete with each other for dominance in a particular climatic region,[A] 克莱门茨认为，生态群落就像有机体，在特定的气候区域相互竞争统治地位
comply with,[kəmˈplaɪ wɪθ],遵从；顺从,,
conceal sth. from sb.,[kənˈsil sth*. frəm sb*.],对某人隐瞒某事,,
concentrate on,[ˈkɑnsənˌtreɪt ɔn],集中精力子......,"Even if you think that the preparation for the business world should be the main aspect of acquiring knowledge, you should still agree with the statement, because when you really analyse the requirements of work that are typical in our time, you will realize that the technologies and the methods change so quickly, that it would be a very big mistake to concentrate on a specific subject",即使您认为为商业世界做准备应该是获取知识的主要方面，您仍然应该同意这种说法，因为当您真正分析我们这个时代典型的工作要求时，您会意识到技术而且方法变化如此之快，集中于某个特定主题将是一个很大的错误
confess to (doing) sth.,[kənˈfɛs tɪ (duɪŋ) sth*.],承认（做过）某事,,
conform to,[kənˈfɔrm tɪ],符合；遵守；依照,"The phrase ""conform to"" in paragraph 3 is closest in meaning to",第 3 段中的“conform to”一词的含义最接近
contribute to,[kənˈtrɪbjut tɪ],有助于；促成,Silicate rocks contribute to the creation of carbon dioxide,硅酸盐岩石有助于二氧化碳的产生
control over,[kənˈtroʊl ˈoʊvər],控制；支配；征服,"The German emperors starting with Otto I (936-973), for example, struggled ceaselessly to establish their control over the cities of northern Italy, since those cities generated more revenue than all of rural Germany combined",例如，从奥托一世（936-973 年）开始，德国皇帝不断地努力建立对意大利北部城市的控制，因为这些城市产生的收入比德国所有农村地区的收入总和还要多。
convert...into/to,[convert...into/to*],使转变；把......转化成,,
convince sb. of,[kənˈvɪns sb*. əv],使某人确信；使某人朋白,,
cool off,[kul ɔf],冷静下来；变凉,It indicates that the Earth may cool off at some point in the future,这表明地球可能在未来某个时候变冷
cooperate with sb.,[kˈwɑpərˌeɪt wɪθ sb*.],与某人合作,,
coordinate with,[koʊˈɔrdəˌneɪt wɪθ],使协调；配合,,
cope with,[koʊp wɪθ],处理,This was justified by the view that reflective practice could help teachers to feel more intellectua lly involved in their role and work in teaching and enable them to cope with the paucity of scientific fact and the uncertainty of knowledge in the discipline of teaching,这是合理的，因为反思性实践可以帮助教师更加理性地参与他们在教学中的角色和工作，并使他们能够应对教学学科中科学事实的缺乏和知识的不确定性。
correspond to,[ˌkɔrəˈspɑnd tɪ],相当于......；符合：,"So the writer's idea here does not correspond to what the lecture is implying, which is that nowadays, because commercial operations started increasing their fossil hunting activities in recent years, between the large number of commercial operations and the limited activity of universities and scientific institutions, there is quite a lot of fossil searching activity going on",所以作者在这里的想法与讲座所暗示的并不相符，即现在，由于商业运作近年来开始增加化石狩猎活动，在大量的商业运作与大学和科研机构的有限活动之间，有相当多的化石搜寻活动正在进行
couple with,[ˈkəpəl wɪθ],与......相结合；伴随,,
cover...with...,[cover...with*...],用......覆盖......,[D] Research now indicates that the parts of the inner continental shelf that remained covered with ice were colonized by a variety of early human groups well adapted to living in extremely cold environments,[D] 现在的研究表明，仍然被冰覆盖的内陆架部分曾被各种非常适应生活在极冷环境中的早期人类群体所殖民。
cover up,[ˈkəvər əp],掩盖：盖住,"Sometimes original art works appear questionable or inauthentic because they've had so many restorers add touch-up layers to cover up damage, damage from the paint having deteriorated over time",有时，原创艺术作品看起来有问题或不真实，因为许多修复师添加了修补层来掩盖损坏，而油漆随着时间的推移而损坏造成的损坏
cry out for,[kraɪ aʊt fər],迫切需要,,
cut away,[kət əˈweɪ],切除,The stone between the arms and the body and between the legs in standing figures or the legs and the seat in seated ones was not normally cut away,站立人物的手臂和身体之间、双腿之间，或坐姿人物的双腿和座位之间的石头通常不被切掉
cut back on,[kət bæk ɔn],削减；缩减；减少,"Well, I guess I could tell my boss I need to cut back on my hours for a couple of weeks, uh, but I don't know, I haven't been working there very long",嗯，我想我可以告诉我的老板我需要减少几周的工作时间，呃，但我不知道，我在那里工作的时间不长
cut down,[kət daʊn],削减；砍倒,"When you go into the databases and electronic sources, you have the option to display the abstracts on the computer screen, skimming those to decide whether or not you want to read the whole article should cut down some time",当您进入数据库和电子资源时，您可以选择在计算机屏幕上显示摘要，浏览这些摘要以决定是否要阅读整篇文章，从而减少一些时间
cut into,[kət ˈɪntu], 打断,These additional costs would quickly cut into company profits,这些额外成本将迅速削减公司利润
cut off,[kət ɔf],切断；挡住,"Their calculations show that the impact kicked up a dust cloud that cut off sunlight for several months, inhibiting photosynthesis in plants; decreased surface temperatures on continents to below freezing; caused extreme episodes of acid rain; and significantly raised long-term global temperaturesthrough the greenhouse effect",他们的计算表明，撞击引发了尘埃云，使阳光隔绝了几个月，抑制了植物的光合作用；大陆表面温度降至冰点以下；造成极端酸雨；并通过温室效应显着升高了长期全球气温
cut out,[kət aʊt],切断；删去；停止,"Therefore his art looked different from other artists' work; for example, in one painting he cut out pictures of children from magazines and put them in his painting (and they also had more detail and were longer than paintings by most other artists)",因此，他的艺术看起来与其他艺术家的作品有所不同；例如，在一幅画中，他从杂志上剪下了儿童的照片，并将它们放入自己的画中（它们也比大多数其他艺术家的画有更多的细节和更长）
date back to,[deɪt bæk tɪ],追溯到,It contains fossils that date back to the Precambrian period,它包含可追溯到前寒武纪的化石
date from,[deɪt frəm],X 追溯到；始于,"They date from the late Neolithic period, around 4,000 years ago",它们可以追溯到新石器时代晚期，大约 4000 年前
deal with,[dil wɪθ],处理,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems",你甚至可以扩展这个论点，说这正在成为现代生活的一个普遍问题：大多数问题已经解决，所以现在任何人——无论是成年人还是孩子——都不需要特殊的思考或创造力来处理新情况或新问题
dedicate (oneself) to,[ˈdɛdəˌkeɪt (ˌwənˈsɛlf) tɪ],奉献给；致力于,,
defend...from,[defend...from*],保护......以免于；保卫,Chipmu nk species actively defend their ecologica l zones from encroachm ent by neighboring species,花栗鼠物种积极保护其生态区免受邻近物种的侵犯
defend against,[dɪˈfɛnd əˈgɛnst],防卫；保卫；抵抗,,
depart from,[dɪˈpɑrt frəm],离开,,
descend from,[dɪˈsɛnd frəm],由......传下来；起源于,,
desire to do sth.,[dɪˈzaɪər tɪ du sth*.],希望做某事,"According to paragraph 2, one effect of the desire to increase food production was that",根据第 2 段，增加粮食产量的愿望的一个影响是
destine to,[destine* tɪ],注定要；命中注定,,
determine to do sth.,[dɪˈtərmən tɪ du sth*.],决定做某事；决心做某事,,
develop into,[dɪˈvɛləp ˈɪntu],发展成为,Like when populations of the same species are isolated from each other and then develop into two different directions and end up as two distinct species,就像同一物种的种群相互隔离，然后向两个不同的方向发展，最终成为两个不同的物种
devoid of,[dɪˈvɔɪd əv],缺乏......,The phrase devoid of in the passage is closest in meaning to,文章中缺乏的短语的含义最接近
devote (oneself) to,[dɪˈvoʊt (ˌwənˈsɛlf) tɪ],致力于；献身于,,
die for,[daɪ fər],渴望；切望；为了......而死,,
die from/of,[daɪ from/of*],因......而死（from 指外因；of 指内因）,,
die off,[daɪ ɔf],相继死去,The vegetation started to die off in large areas,植被开始大面积死亡
die out,[daɪ aʊt],灭绝；消失,"Reading In the 1950s Torreya taxifoha, a type of evergreen tree once very common in the state of Florida, started to die out",阅读 20 世纪 50 年代，佛罗里达州曾经很常见的一种常绿树种 Torreya taxifoha 开始灭绝
differ from,[ˈdɪfər frəm], 不同于,To show how these two forests differ from others in the United States,展示这两片森林与美国其他森林有何不同
differentiate from,[ˌdɪfərˈɛnʧiˌeɪt frəm],将......区别开来,,
dig down,[dɪg daʊn],挖下去；挖掘,,
dig up,[dɪg əp],挖出；开垦；发现,,
disapprove of,[ˌdɪsəˈpruv əv],不赞成,,
discourage sb. from doing sth.,[dɪˈskərɪʤ sb*. frəm duɪŋ sth*.],劝某人不要做某事,,
discriminate against,[dɪˈskrɪməˌneɪt əˈgɛnst],歧视,,
dispense with,[dɪˈspɛns wɪθ],摒弃；省掉,,
distinguish...from...,[distinguish...from*...],区分......与......；辨别,"What is important to understand from the  lecture is that the professor disagr ees with the  criticisms of communal on line ency clop edias  presented in the readin g, namely that the  ency clopedias contain inaccurate information;  that unscrupulous users can tamper with the  information in the encyclopedias; and that the  ency clopedias do not distinguish important  topics from unimp ortant ones",从讲座中需要了解的重要一点是，教授不同意阅读中提出的对公共在线百科全书的批评，即百科全书包含不准确的信息；不道德的用户可以篡改百科全书中的信息；并且百科全书没有区分重要主题和不重要主题
dive into,[daɪv ˈɪntu],跳入；投入；钻所,,
divide into,[dɪˈvaɪd ˈɪntu],把......分成,"Now if you'll look at this rough drawing of one of them, one Chromosome about to divide into two",现在，如果你看一下其中一个的粗略图，一条染色体即将分裂成两条
do well in,[du wɛl ɪn],在某方面做得好,"So this was a conflict for me, because I wanted a good job when I grew up, and I believed, I knew that if you wanted a good career, you got to do well in school",所以这对我来说是一个冲突，因为我长大后想要一份好工作，而且我相信，我知道如果你想要一份好职业，你就必须在学校取得好成绩
do/try one's utmost,[do/try* wənz ˈətˌmoʊst],竭力；尽全力,,
doze off,[doʊz ɔf],打瞌睡,,
dozens of,[ˈdəzənz əv],几十；许多,And it helped spark dozens of environmental laws,它帮助催生了数十项环境法
drain away,[dreɪn əˈweɪ],流尽；流失；枯竭,"The total volume of water in the saturated sample must therefore be thought of as consisting of water that can, and water that cannot, drain away",因此，饱和样品中水的总体积必须被视为由可以排出的水和不能排出的水组成
draw one's attention to,[drɔ wənz əˈtɛnʃən tɪ],引起某人对......的注意,,
draw together,[drɔ təˈgɛðər],聚集；靠拢,,
dream up,[drim əp],虚构；凭空想出,,
dress up,[drɛs əp],穿上盛装；（给......）装扮；伪装；乔装,But I soon noticed that my coworkers preferred to dress up a little bit,但我很快发现我的同事们更喜欢穿得稍微正式一些
drift off,[drɪft ɔf],渐渐离去；漫无目的地移动；迷迷糊糊地睡去,,
drill down,[drɪl daʊn],向地下钻；深度探讨,"Professor: Well, to get to anything from that long ago, we would have to drill down to about a mile, about 1",教授：嗯，要获得很久以前的任何信息，我们必须向下钻取大约一英里，大约 1
drill into,[drɪl ˈɪntu],钻（孔）；训练（某人）掌握（某种技能、法则等）,,
drive away,[draɪv əˈweɪ],赶走；（把车）开走；离去,"If you don't come up with a system, um, a plan, you risk making decisions that waste money, or even drive away potential customers",如果你没有提出一个系统，嗯，一个计划，你就有可能做出浪费金钱的决定，甚至赶走潜在客户
drive out,[draɪv aʊt],驱除；消除,"He found that, over time, one species was consistently able to drive out the other, to eliminate it from the habitat, just as his hypothesis predicted",他发现，随着时间的推移，一个物种始终能够驱逐另一个物种，将其从栖息地中消除，正如他的假设所预测的那样
drive over,[draɪv ˈoʊvər],开车前往；开过去,,
drive up,[draɪv əp],抬高,"M : Well, instead of going on Saturday with the rest of the group, why don't you just drive up to Mount Henderson on Sunday? That way you get to spend Saturday night with your cousin and you could meet the group and go skiing on Sunday",M：好吧，与其周六和其他人一起去，不如周日开车去亨德森山？这样你就可以和你的表弟一起度过周六晚上，周日你可以和大家见面去滑雪
drop by/in,[drɔp by/in*],顺便拜访,,
drop down,[drɔp daʊn],落下,,
drop off,[drɔp ɔf],减少；中途让（某人）下车,"Stu: Hi, I'd like to drop off my graduation form; I understand you need this in order to process my diploma",斯图：嗨，我想寄出我的毕业表格；我知道您需要这个来处理我的文凭
dry out,[draɪ aʊt],干透；变干,"In the tropics, the valleys appear to be more favorable because they are less prone to dry out, they have less frost, and they have deeper soils",在热带地区，山谷似乎更有利，因为它们不易干燥，霜冻较少，而且土壤更深
dry up,[draɪ əp],干涸,The rivers of Mars began to dry up about 4 billion years ago,大约 40 亿年前，火星的河流开始干涸
due to,[du tɪ],由于,"But if we see a �recise balance of nature, it is largely an artifact of our perception, due to the illusion that nature, especially a complex system like a forest, seems so unchanging from one day to the next",但如果我们看到“自然的精确平衡”，那很大程度上是我们感知的产物，因为我们有一种错觉，即自然，尤其是像森林这样的复杂系统，似乎每天都一成不变。
dwindle away,[dˈwɪndəl əˈweɪ],缩小；减少,,
earn one's living,[ərn wənz ˈlɪvɪŋ],谋生,"Composers, after all, had to earn a living and those who were employed in the services of a specific patron, well, I don't have to spell it out for you, the likes and dislikes of that patron, this would've had an effect on what was being composed and performed",毕竟，作曲家必须谋生，而那些受雇为特定赞助人服务的人，好吧，我不必为你解释清楚，该赞助人的好恶，这本来就已经对正在创作和表演的内容的影响
eat one's words,[it wənz wərdz],食言,,
either...or...,[either...or*...],是......或是......,"Wildlife zoologist Helmut Buechner (1953), in reviewing the nature of biotic changes in Washington through recorded time, says that ""since the early 1940s, the state has had more deer than at any other time in its history, the winter population fluctuating around approximately 320,000 deer (mule and black-tailed deer), which will yield about 65,000 of either sex and any age annually for an indefinite period","野生动物学家赫尔穆特·布埃希纳 (Helmut Buechner, 1953) 在回顾华盛顿州历史上生物变化的性质时表示，“自 20 世纪 40 年代初以来，该州的鹿数量比历史上任何时期都多，冬季鹿数量波动大约为320,000 头鹿（骡鹿和黑尾鹿），每年可产出约 65,000 头，无论性别和年龄，无限期"
eject...from......,[eject...from*......],驱逐；排出,"Should the use of rewards fail, members can frequent ly win by rejecting or threatening to ostracize those who deviate from the primary group's norms",如果奖励的使用失败，成员通常可以通过拒绝或威胁排斥那些偏离主要群体规范的人来获胜
eliminate from,[ɪˈlɪməˌneɪt frəm],从......中消除（或删去、排出）,,
embark on/upon,[ɪmˈbɑrk on/upon*],从事；着手；开始做,,
emerge from,[ˈimərʤ frəm],自......出现；从......露出来,States that new species emerge from existing species during relatively brief period of time,指出新物种在相对较短的时间内从现有物种中出现
enable (sb.) to do sth.,[ɪˈneɪbəl (sb*.) tɪ du sth*.],使（某人）能够做某事,,
end up,[ɛnd əp],结束；告终,"Sounds pretty unbelievable, right? Of course, the obvious question is how did that sand end up so far west? The theory is that huge rivers and wind carried the sand west where it mixed in with the sand that was already there",听起来很难以置信，对吧？当然，显而易见的问题是这些沙子是如何最终到达如此遥远的西方的？该理论认为，巨大的河流和风将沙子带到西边，与已经存在的沙子混合在一起
engage in,[ɪnˈgeɪʤ ɪn],从事；参与,"Consistent with this view, parents and children increasingly engage in  discussions of past events when children are about three years old",与这一观点一致的是，当孩子大约三岁时，父母和孩子越来越多地参与过去事件的讨论
enroll in,[ɪnˈroʊl ɪn],加入；入学,"Student So, if I want to enroll in a class",学生 那么，如果我想报名上课
enter into,[ˈɛnər ˈɪntu],进入；讨论；成为......的一部分,they can enter into mutually beneficial relationships with other species,它们可以与其他物种建立互利关系
envision...as,[envision...as*],将......想象成,"The most widelyaccepted theory, championed by anthropologists in the late nineteenth and early twentieth centuries, envisions theater as emerging out of myth and ritual",十九世纪末二十世纪初人类学家所倡导的最广泛接受的理论认为，戏剧是从神话和仪式中产生的
equip with,[ɪkˈwɪp wɪθ],以......装备,,
even if/though,[ˈivɪn if/though*],即使；虽然,,
even now/then,[ˈivɪn now/then*],即使这样/那样；就在这时/那时,,
even so,[ˈivɪn soʊ],尽管如此；虽然如此,Research shows that repeated exposure to a message even something meaningless or untrue is enough to make people accept it or see it in a positive light,研究表明，反复接触一条信息，即使是无意义或不真实的信息，也足以让人们接受它或以积极的眼光看待它
every now and then,[ˈɛvəri naʊ ənd ðɛn],有时；不时；偶尔,"Now, generally these animals don't come into contact with human beings, but every now and then, they do",现在，通常这些动物不会与人类接触，但它们偶尔也会接触人类
evolve from,[ɪˈvɑlv frəm],由......进化而来,,
evolve into,[ɪˈvɑlv ˈɪntu],发展成；进化成,,
evolve out of,[ɪˈvɑlv aʊt əv],从......发展出来,Sometimes primary group relationships evolve out of secondary group relationships,有时，主要群体关系是从次要群体关系演变而来的
excel in,[ɪkˈsɛl ɪn],在某方面超过；在某方面很擅长,,
except for,[ɪkˈsɛpt fər],除外（不包括在内）,"One study suggests that except for a 250-mile coastal area between southwestern British Columbia and Washington State, the Northwest Coast of North America was largely free of ice by approximately 16,000 years ago","一项研究表明，除了不列颠哥伦比亚省西南部和华盛顿州之间 250 英里的沿海地区外，北美西北海岸在大约 16,000 年前基本上没有冰。"
exclude from,[ɪkˈsklud frəm],把......排除在外,,
exempt...from,[exempt...from*],免除,"At cities such as Bruges and London, Hanseatic merchants secured special trading concessions, exempting them from all tolls and allowing them to trade at local fairs",在布鲁日和伦敦等城市，汉萨商人获得了特殊的贸易优惠，免除所有通行费，并允许他们在当地集市上进行交易
expect to do sth.,[ɪkˈspɛkt tɪ du sth*.],期望做某事；预计做某事,"Despite containing Haversian canals, dinosaur bones also had features one would expect to see in animals that are not endotherms",尽管含有哈弗氏管，恐龙骨骼也具有人们期望在非恒温动物中看到的特征
expel from,[ɪkˈspɛl frəm],驱逐出；开除；排出,,
eye to eye,[aɪ tɪ aɪ],心有灵犀,,
face to face,[feɪs tɪ feɪs],面对面地,,
face up to,[feɪs əp tɪ], 勇于面对（困难或问题）,,
fade away,[feɪd əˈweɪ],渐渐消失；凋零；消瘦；憔悴,,
fail to,[feɪl tɪ],不能,"According to paragraph 3, what did the teachers working with Wildman and Niles often fail to do when they attempted to practice reflection?",根据第 3 段，与怀尔德曼和奈尔斯一起工作的老师在尝试练习反思时经常失败的是什么？
fall away,[fɔl əˈweɪ],背离；背叛；减弱；渐退,"They revealed output powers ranging from about 1 horsepower to perhaps 60 for the largest wheels and confirmed that for maximum efficiency, the water should pass across the blades as smoothly as possible and fall away with minimum speed, having given up almost all of its kinetic energy",他们揭示了最大轮子的输出功率范围从大约 1 马力到大约 60 马力，并确认，为了获得最大效率，水应该尽可能顺利地穿过叶片，并以最小速度落下，几乎放弃了所有动能
fall back,[fɔl bæk],退却；后退,"Why did theater develop, and why was it valued after it ceased to fulfill the function of ritual? Most answers fall back on the theories about the human mind and basic human needs",戏剧为何会发展，为何在它不再履行仪式功能后又受到重视？大多数答案都依赖于关于人类思维和人类基本需求的理论
fall down,[fɔl daʊn],跌倒；落下,"And over time, those buildings would fall down or be torn down and then be built over",随着时间的推移，这些建筑物会倒塌或被拆除，然后重新建造
fall into,[fɔl ˈɪntu],落入；陷于,"The ceramics fall into three broad types-earthenware, stoneware, and porcelain-for vessels, architectural items such as roof tiles, and modeled objects and figures",陶瓷分为三大类：陶器、石器和瓷器，用于器皿、屋顶瓦等建筑物品以及模型物体和人物
fall off,[fɔl ɔf],X 减少；跌落,"They wilt and fall off quickly and so the mites need to find new flowers in order to get more nectar and pollen to eat, but the mites can't fly and they are so small that it would take them awhile and a lot of effort to climb down one flower, crawl to another one, and climb all the way up again",它们很快就会枯萎和脱落，因此螨虫需要寻找新的花朵，以获得更多的花蜜和花粉来吃，但螨虫不会飞，而且它们太小了，需要一段时间和很多努力才能完成。从一朵花上爬下来，爬到另一朵花上，然后再一路爬上去
fall on sb./sth.,[fɔl ɔn sb./sth*.],（责任）落在.......身上；袭击,,
fall prey to,[fɔl preɪ tɪ],成为......的牺牲品；深受......之害,,
fall victim to,[fɔl ˈvɪktɪm tɪ],成为......的受害者；屈服于；被降服,,
feed into,[fid ˈɪntu],注入；送入；装进,But there's a government program that compensates them that pays them for creating these buffer zones between their fields and the streams that eventually feed into bays like the Chesapeake and it's beginning to show some success,但是有一个政府计划补偿他们，支付他们在田地和溪流之间建立这些缓冲区的费用，这些缓冲区最终流入切萨皮克河等海湾，并且已经开始取得一些成功
