buy off,[baɪ ɔf],贿赂；收买,
by a large margin,[baɪ ə lɑrʤ ˈmɑrʤən],以很大优势,"Traditionally, however, death rates in cities surpassed those in the countryside by a large margin; cities had maintained population only through steady in-migration"
by accident,[baɪ ˈæksədənt],偶然地；意外地,preserved by accidental firing
by and large,[baɪ ənd lɑrʤ],大体上；总的来说,"Listening Professor: No memoir can possibly be correct in every detail, but still, the Chevalier's memoir is pretty accurate overall, and is, by and large, a reliable historical source"
by chance,[baɪ ʧæns],偶然；碰巧,"For example, wild cattle (bovines) and horses are portrayed more often than we would expect by chance, probably because they were larger and heavier (meatier) than other animals in the environment"
by contrast/comparison,[baɪ contrast/comparison*],相比之下；比较起来,
by far,[baɪ fɑr], 到目前为止,United States were settled by farmers and ranchers in the 1880s
by means of,[baɪ minz əv],用；凭借,"Kinetoscope and the Mutoscope, which was a similar machine that reproduced motion by means of successive images on individual photographic cardsinstead of on strips of celluloid"
by mistake,[baɪ mɪˈsteɪk],错误地,I wonder if I threw it away with all the junk mail by mistake
by nature,[baɪ ˈneɪʧər],天生；就其本性而言,
by no means,[baɪ noʊ minz],绝不；无论如何也不,"Although origin in ritual has long been the most popular, it is by no means the only theory about how the theater came into being"
by the age of,[baɪ ðə eɪʤ əv],到......年齢,
by the name of,[baɪ ðə neɪm əv],以......的名；名叫......,"Well, back in 1963, a geophysicist by the name of Wilson came up with a hot-spot theory to explain how this particular type of volcanic activity can occur and can go on for maybe tens or even hundreds of millions of years"
by the time,[baɪ ðə taɪm],到.......的付候,"According to paragraph 3, how had Fort Vancouver changed by the time David Douglas returned in 1832?"
by the way,[baɪ ðə weɪ],顺便提一下,"So what caused the monsoon to migrate? Well, the answer is: the dynamics of earth's motions, the same thing that caused the Ice Age by the way"
by turns,[baɪ tərnz],轮流；交替,
by virtue of,[baɪ ˈvərʧu əv],由于；凭借,Lodgepoles survive only by virtue of their aggression
by way of,[baɪ weɪ əv],经由；通过,"According to paragraph 1, the theory that people first migrated to the Americans by way of an ice-free corridor was seriously called into question by"
call for,[kɔl fər],要求；呼吁；需要,"The band is labeled with a tracking number, oh, and there is a phone number on the band for people to call for free, to report a banded bird they've found or recaptured"
call in,[kɔl ɪn], 召集；召来,"When you come in, you sign your name on the list and you're assign a room number, or if you call in advance, then the attendant will tell you your room number, if you forget, just come in and take a look at the list"
call off,[kɔl ɔf],放弃；取消,
call on/upon,[kɔl on/upon*],访问；拜访；号召；呼吁,
calm down,[kɑm daʊn],平静下来；镇定下来,"This critic generated I think some undue rivalry between ballet and modern dance, and it would take a long time, many years in fact, for the rivalry to calm down"
can't help doing sth.,[kænt hɛlp duɪŋ sth*.],禁不住做某事；不得不做某事,
can't wait to do sth.,[kænt weɪt tɪ du sth*.],等不及想去做某事,I can't wait to get started
care for,[kɛr fər],关心；照顾,People need to plant them and care for them
carry away,[ˈkɛri əˈweɪ],运走；使失去自制力,
carry off,[ˈkɛri ɔf], 夺去,
carry on,[ˈkɛri ɔn],继续下去：进行：开展；从事：商说同没,We will probably never be able to carry on an unaided conversation with cetaceans
carry out,[ˈkɛri aʊt],执行；实行；贯彻；实现；完成,"Unlike formal statues that are limited to static poses of standing, sitting, and kneeling, these figures depict a wide range of actions, such as grinding grain, baking bread, producing pots, and making music, and they are shown in appropriate poses, bending and squatting as they carry out their tasks"
carve out,[kɑrv aʊt],雕刻出；制造出,allowed the people of the West African savannahs to carve out large empires
cast doubt on,[kæst daʊt ɔn],怀疑.......,A high-scoring response will include the following points made by the professor that cast doubt on the points made in the reading:
catch a glimpse of,[kæʧ ə glɪmps əv],瞥见；看见,
catch on,[kæʧ ɔn],理解；明白,So it took both plants quite a while to catch on in Europe
catch one's breath,[kæʧ wənz brɛθ],屏息；歇口气,
catch one's eye,[kæʧ wənz aɪ],引起某人注意,
catch sight of,[kæʧ saɪt əv],发现；突然看见,
catch up,[kæʧ əp],赶上：追上：叙旧；卷入,Student Then maybe you could recommend some extra reading I can do to… catch up
cater to,[ˈkeɪtər tɪ],迎合,
cease doing sth.,[sis duɪŋ sth*.],停止做某事,
cease to,[sis tɪ],停止；终止,"Without it stopping to feed and spreading pollen from flower to flower, these plants would cease to exist"
center on,[ˈsɛnər ɔn],以......为中心,"Well, you know, there is always the computer center on campus, the computers there have free Internet access, couldn't you use them"
chase after,[ʧeɪs ˈæftər],追逐；追赶,robustus did not chase after prey
check in,[ʧɛk ɪn],办理登机（或入住）手续,Put a check in the correct boxes
check out,[ʧɛk aʊt],结账后离开；检验；核查,You can check out the book again when it's returned in a couple of weeks
cheer for,[ʧɪr fər],为......喝彩（或加油）,
chew on,[ʧu ɔn],考虑；细想,
chew up,[ʧu əp],咀嚼；毁坏；消耗,
churn up,[ʧərn əp],搅拌,
claim to,[kleɪm tɪ],声称；要求,They'll claim to hear that word even though it was never said
clean up,[klin əp],清理,Only recently have investigators considered using these plants to clean up soil and waste sites  that have been contaminated by toxic levels of heavy metals-an environmentally friendly approach known as phytoremediation
clear off,[klɪr ɔf],清除；摆脱；离开,
climb up,[klaɪm əp],爬上去,"So for one thing, many mountain animals have strong muscles that help them climb up and down the steep slopes"
cling to,[klɪŋ tɪ],紧紧抓住（或抱住）；坚持,But these cylinders cling together at a molecular level
cluster around,[ˈkləstər əraʊnd],聚集在......周围,
coalesce into,[ˌkoʊəˈlɛs ˈɪntu],凝聚成；结合,Extra ma terial that never mana ged to form a coalesce into a moon
coincide with,[ˌkoʊɪnˈsaɪd wɪθ],符合；与......一致,"For example , flowering may coincide with the migration of a certain animal species that pollinates the plant, or （停顿） producing many flowers at once may increase the number of pollinators a plant attracts"
collaborate with,[kəˈlæbərˌeɪt wɪθ],与......合作,
collide with,[kəˈlaɪd wɪθ],相冲突；相抵触；相碰撞,[F] Accidents involving oil tankers occur when tankers run into shore reefs or collide with other vessels
come about,[kəm əˈbaʊt],发生；产生,Sometimes these creative solutions come about because a group is more likely to make risky decisions that an individual might not undertake
come across,[kəm əˈkrɔs],偶遇；无意中发现,"She's come across this painting that appears to be an original - let's say, a Rembrandt"
come along,[kəm əˈlɔŋ],出现；一起来；陪伴,"You are next on the waiting list, so now there is room for you to come along"
come down to,[kəm daʊn tɪ], 归根结底,"So we would say that this whole area over which it migrates is its habitat because on this long-distance journey, it needs to come down to feed and sleep every so often, right"
come into being,[kəm ˈɪntu biɪŋ],形成,
come into effect,[kəm ˈɪntu ˈifɛkt],生效；实施,
come into existence,[kəm ˈɪntu ɪgˈzɪstəns],成立；开始存在,illustrate the power of railroads to determine where towns would come into existence
come into use,[kəm ˈɪntu juz],开始被使用,"Early in the eighteenth century, a pump had come into use in which expanding steam raised a piston in a cylinder, and atmospheric pressure brought it down again when the steam condensed inside the cylinderto form a vacuum"
come out of,[kəm aʊt əv],出自；从......出来,
come over,[kəm ˈoʊvər],过来；顺便拜访,
come through,[kəm θru],安然渡过（难关等）,"Besides her excellent technical skills, like her use of brush strokes and color to make an impression, both respectives come through"
come to a halt,[kəm tɪ ə hɔlt],停住；停止,
come to light,[kəm tɪ laɪt],显露；真相大白,"And you know, a lot of times when you fix bugs you introduce new bugs, or you discover bugs and other areas that only come to light because something has been changed, so fixing all those new additional bugs was also being delayed"
come to mind,[kəm tɪ maɪnd],想到；浮现在脑海,
come to one's senses,[kəm tɪ wənz ˈsɛnsɪz],苏醒过来；恢复理智,
come to the point,[kəm tɪ ðə pɔɪnt],说到要点；扼要地说,
come true,[kəm tru],实现；成真,
come up against,[kəm əp əˈgɛnst], 突然或意外碰到（困难等）,
come up with,[kəm əp wɪθ],提出；想出；赶上,"During other activities encountered in school, such as projects, children now tend to rely on the internet to come up with ideas"
come upon,[kəm əˈpɑn],偶然遇见；突然产生,
comment on,[ˈkɑmɛnt ɔn],对......评论,Other students should comment on the man's remark
commit oneself to,[kəˈmɪt ˌwənˈsɛlf tɪ],致力于......；献身于......,
communicate with,[kəmˈjunəˌkeɪt wɪθ],与......沟通,These dolphins have learned to communicate with trainers who use sign language to ask simple questions
compare with,[kəmˈpɛr wɪθ],与......比較,
compel sb. to do sth.,[kəmˈpɛl sb*. tɪ du sth*.],强迫某人做某事,
compensate for,[ˈkɑmpənˌseɪt fər],赔偿；补偿,"In other words, they were able to compensate for the Sun's movement"
compete for,[kəmˈpit fər],角逐；竞争；为......比赛,Whether different species compete for the same environments
compete with,[kəmˈpit wɪθ],与......竟争,[A] Clements held that ecological communities were like organisms that compete with each other for dominance in a particular climatic region
comply with,[kəmˈplaɪ wɪθ],遵从；顺从,
conceal sth. from sb.,[kənˈsil sth*. frəm sb*.],对某人隐瞒某事,
concentrate on,[ˈkɑnsənˌtreɪt ɔn],集中精力子......,"Even if you think that the preparation for the business world should be the main aspect of acquiring knowledge, you should still agree with the statement, because when you really analyse the requirements of work that are typical in our time, you will realize that the technologies and the methods change so quickly, that it would be a very big mistake to concentrate on a specific subject"
confess to (doing) sth.,[kənˈfɛs tɪ (duɪŋ) sth*.],承认（做过）某事,
conform to,[kənˈfɔrm tɪ],符合；遵守；依照,"The phrase ""conform to"" in paragraph 3 is closest in meaning to"
contribute to,[kənˈtrɪbjut tɪ],有助于；促成,Silicate rocks contribute to the creation of carbon dioxide
control over,[kənˈtroʊl ˈoʊvər],控制；支配；征服,"The German emperors starting with Otto I (936-973), for example, struggled ceaselessly to establish their control over the cities of northern Italy, since those cities generated more revenue than all of rural Germany combined"
convert...into/to,[convert...into/to*],使转变；把......转化成,
convince sb. of,[kənˈvɪns sb*. əv],使某人确信；使某人朋白,
cool off,[kul ɔf],冷静下来；变凉,It indicates that the Earth may cool off at some point in the future
cooperate with sb.,[kˈwɑpərˌeɪt wɪθ sb*.],与某人合作,
coordinate with,[koʊˈɔrdəˌneɪt wɪθ],使协调；配合,
cope with,[koʊp wɪθ],处理,This was justified by the view that reflective practice could help teachers to feel more intellectua lly involved in their role and work in teaching and enable them to cope with the paucity of scientific fact and the uncertainty of knowledge in the discipline of teaching
correspond to,[ˌkɔrəˈspɑnd tɪ],相当于......；符合：,"So the writer's idea here does not correspond to what the lecture is implying, which is that nowadays, because commercial operations started increasing their fossil hunting activities in recent years, between the large number of commercial operations and the limited activity of universities and scientific institutions, there is quite a lot of fossil searching activity going on"
couple with,[ˈkəpəl wɪθ],与......相结合；伴随,
cover...with...,[cover...with*...],用......覆盖......,[D] Research now indicates that the parts of the inner continental shelf that remained covered with ice were colonized by a variety of early human groups well adapted to living in extremely cold environments
cover up,[ˈkəvər əp],掩盖：盖住,"Sometimes original art works appear questionable or inauthentic because they've had so many restorers add touch-up layers to cover up damage, damage from the paint having deteriorated over time"
cry out for,[kraɪ aʊt fər],迫切需要,
cut away,[kət əˈweɪ],切除,The stone between the arms and the body and between the legs in standing figures or the legs and the seat in seated ones was not normally cut away
cut back on,[kət bæk ɔn],削减；缩减；减少,"Well, I guess I could tell my boss I need to cut back on my hours for a couple of weeks, uh, but I don't know, I haven't been working there very long"
cut down,[kət daʊn],削减；砍倒,"When you go into the databases and electronic sources, you have the option to display the abstracts on the computer screen, skimming those to decide whether or not you want to read the whole article should cut down some time"
cut into,[kət ˈɪntu], 打断,These additional costs would quickly cut into company profits
cut off,[kət ɔf],切断；挡住,"Their calculations show that the impact kicked up a dust cloud that cut off sunlight for several months, inhibiting photosynthesis in plants; decreased surface temperatures on continents to below freezing; caused extreme episodes of acid rain; and significantly raised long-term global temperaturesthrough the greenhouse effect"
cut out,[kət aʊt],切断；删去；停止,"Therefore his art looked different from other artists' work; for example, in one painting he cut out pictures of children from magazines and put them in his painting (and they also had more detail and were longer than paintings by most other artists)"
date back to,[deɪt bæk tɪ],追溯到,It contains fossils that date back to the Precambrian period
date from,[deɪt frəm],X 追溯到；始于,"They date from the late Neolithic period, around 4,000 years ago"
deal with,[dil wɪθ],处理,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems"
dedicate (oneself) to,[ˈdɛdəˌkeɪt (ˌwənˈsɛlf) tɪ],奉献给；致力于,
defend...from,[defend...from*],保护......以免于；保卫,Chipmu nk species actively defend their ecologica l zones from encroachm ent by neighboring species
defend against,[dɪˈfɛnd əˈgɛnst],防卫；保卫；抵抗,
depart from,[dɪˈpɑrt frəm],离开,
descend from,[dɪˈsɛnd frəm],由......传下来；起源于,
desire to do sth.,[dɪˈzaɪər tɪ du sth*.],希望做某事,"According to paragraph 2, one effect of the desire to increase food production was that"
destine to,[destine* tɪ],注定要；命中注定,
determine to do sth.,[dɪˈtərmən tɪ du sth*.],决定做某事；决心做某事,
develop into,[dɪˈvɛləp ˈɪntu],发展成为,Like when populations of the same species are isolated from each other and then develop into two different directions and end up as two distinct species
devoid of,[dɪˈvɔɪd əv],缺乏......,The phrase devoid of in the passage is closest in meaning to
devote (oneself) to,[dɪˈvoʊt (ˌwənˈsɛlf) tɪ],致力于；献身于,
die for,[daɪ fər],渴望；切望；为了......而死,
die from/of,[daɪ from/of*],因......而死（from 指外因；of 指内因）,
die off,[daɪ ɔf],相继死去,The vegetation started to die off in large areas
die out,[daɪ aʊt],灭绝；消失,"Reading In the 1950s Torreya taxifoha, a type of evergreen tree once very common in the state of Florida, started to die out"
differ from,[ˈdɪfər frəm], 不同于,To show how these two forests differ from others in the United States
differentiate from,[ˌdɪfərˈɛnʧiˌeɪt frəm],将......区别开来,
dig down,[dɪg daʊn],挖下去；挖掘,
dig up,[dɪg əp],挖出；开垦；发现,
disapprove of,[ˌdɪsəˈpruv əv],不赞成,
discourage sb. from doing sth.,[dɪˈskərɪʤ sb*. frəm duɪŋ sth*.],劝某人不要做某事,
discriminate against,[dɪˈskrɪməˌneɪt əˈgɛnst],歧视,
dispense with,[dɪˈspɛns wɪθ],摒弃；省掉,
distinguish...from...,[distinguish...from*...],区分......与......；辨别,"What is important to understand from the  lecture is that the professor disagr ees with the  criticisms of communal on line ency clop edias  presented in the readin g, namely that the  ency clopedias contain inaccurate information;  that unscrupulous users can tamper with the  information in the encyclopedias; and that the  ency clopedias do not distinguish important  topics from unimp ortant ones"
dive into,[daɪv ˈɪntu],跳入；投入；钻所,
divide into,[dɪˈvaɪd ˈɪntu],把......分成,"Now if you'll look at this rough drawing of one of them, one Chromosome about to divide into two"
do well in,[du wɛl ɪn],在某方面做得好,"So this was a conflict for me, because I wanted a good job when I grew up, and I believed, I knew that if you wanted a good career, you got to do well in school"
do/try one's utmost,[do/try* wənz ˈətˌmoʊst],竭力；尽全力,
doze off,[doʊz ɔf],打瞌睡,
dozens of,[ˈdəzənz əv],几十；许多,And it helped spark dozens of environmental laws
drain away,[dreɪn əˈweɪ],流尽；流失；枯竭,"The total volume of water in the saturated sample must therefore be thought of as consisting of water that can, and water that cannot, drain away"
draw one's attention to,[drɔ wənz əˈtɛnʃən tɪ],引起某人对......的注意,
draw together,[drɔ təˈgɛðər],聚集；靠拢,
dream up,[drim əp],虚构；凭空想出,
dress up,[drɛs əp],穿上盛装；（给......）装扮；伪装；乔装,But I soon noticed that my coworkers preferred to dress up a little bit
drift off,[drɪft ɔf],渐渐离去；漫无目的地移动；迷迷糊糊地睡去,
drill down,[drɪl daʊn],向地下钻；深度探讨,"Professor: Well, to get to anything from that long ago, we would have to drill down to about a mile, about 1"
drill into,[drɪl ˈɪntu],钻（孔）；训练（某人）掌握（某种技能、法则等）,
drive away,[draɪv əˈweɪ],赶走；（把车）开走；离去,"If you don't come up with a system, um, a plan, you risk making decisions that waste money, or even drive away potential customers"
drive out,[draɪv aʊt],驱除；消除,"He found that, over time, one species was consistently able to drive out the other, to eliminate it from the habitat, just as his hypothesis predicted"
drive over,[draɪv ˈoʊvər],开车前往；开过去,
drive up,[draɪv əp],抬高,"M : Well, instead of going on Saturday with the rest of the group, why don't you just drive up to Mount Henderson on Sunday? That way you get to spend Saturday night with your cousin and you could meet the group and go skiing on Sunday"
drop by/in,[drɔp by/in*],顺便拜访,
drop down,[drɔp daʊn],落下,
drop off,[drɔp ɔf],减少；中途让（某人）下车,"Stu: Hi, I'd like to drop off my graduation form; I understand you need this in order to process my diploma"
dry out,[draɪ aʊt],干透；变干,"In the tropics, the valleys appear to be more favorable because they are less prone to dry out, they have less frost, and they have deeper soils"
dry up,[draɪ əp],干涸,The rivers of Mars began to dry up about 4 billion years ago
due to,[du tɪ],由于,"But if we see a �recise balance of nature, it is largely an artifact of our perception, due to the illusion that nature, especially a complex system like a forest, seems so unchanging from one day to the next"
dwindle away,[dˈwɪndəl əˈweɪ],缩小；减少,
earn one's living,[ərn wənz ˈlɪvɪŋ],谋生,"Composers, after all, had to earn a living and those who were employed in the services of a specific patron, well, I don't have to spell it out for you, the likes and dislikes of that patron, this would've had an effect on what was being composed and performed"
eat one's words,[it wənz wərdz],食言,
either...or...,[either...or*...],是......或是......,"Wildlife zoologist Helmut Buechner (1953), in reviewing the nature of biotic changes in Washington through recorded time, says that ""since the early 1940s, the state has had more deer than at any other time in its history, the winter population fluctuating around approximately 320,000 deer (mule and black-tailed deer), which will yield about 65,000 of either sex and any age annually for an indefinite period"
eject...from......,[eject...from*......],驱逐；排出,"Should the use of rewards fail, members can frequent ly win by rejecting or threatening to ostracize those who deviate from the primary group's norms"
eliminate from,[ɪˈlɪməˌneɪt frəm],从......中消除（或删去、排出）,
embark on/upon,[ɪmˈbɑrk on/upon*],从事；着手；开始做,
emerge from,[ˈimərʤ frəm],自......出现；从......露出来,States that new species emerge from existing species during relatively brief period of time
enable (sb.) to do sth.,[ɪˈneɪbəl (sb*.) tɪ du sth*.],使（某人）能够做某事,
end up,[ɛnd əp],结束；告终,"Sounds pretty unbelievable, right? Of course, the obvious question is how did that sand end up so far west? The theory is that huge rivers and wind carried the sand west where it mixed in with the sand that was already there"
engage in,[ɪnˈgeɪʤ ɪn],从事；参与,"Consistent with this view, parents and children increasingly engage in  discussions of past events when children are about three years old"
enroll in,[ɪnˈroʊl ɪn],加入；入学,"Student So, if I want to enroll in a class"
enter into,[ˈɛnər ˈɪntu],进入；讨论；成为......的一部分,they can enter into mutually beneficial relationships with other species
envision...as,[envision...as*],将......想象成,"The most widelyaccepted theory, championed by anthropologists in the late nineteenth and early twentieth centuries, envisions theater as emerging out of myth and ritual"
equip with,[ɪkˈwɪp wɪθ],以......装备,
even if/though,[ˈivɪn if/though*],即使；虽然,
even now/then,[ˈivɪn now/then*],即使这样/那样；就在这时/那时,
even so,[ˈivɪn soʊ],尽管如此；虽然如此,Research shows that repeated exposure to a message even something meaningless or untrue is enough to make people accept it or see it in a positive light
every now and then,[ˈɛvəri naʊ ənd ðɛn],有时；不时；偶尔,"Now, generally these animals don't come into contact with human beings, but every now and then, they do"
evolve from,[ɪˈvɑlv frəm],由......进化而来,
evolve into,[ɪˈvɑlv ˈɪntu],发展成；进化成,
evolve out of,[ɪˈvɑlv aʊt əv],从......发展出来,Sometimes primary group relationships evolve out of secondary group relationships
excel in,[ɪkˈsɛl ɪn],在某方面超过；在某方面很擅长,
except for,[ɪkˈsɛpt fər],除外（不包括在内）,"One study suggests that except for a 250-mile coastal area between southwestern British Columbia and Washington State, the Northwest Coast of North America was largely free of ice by approximately 16,000 years ago"
exclude from,[ɪkˈsklud frəm],把......排除在外,
exempt...from,[exempt...from*],免除,"At cities such as Bruges and London, Hanseatic merchants secured special trading concessions, exempting them from all tolls and allowing them to trade at local fairs"
expect to do sth.,[ɪkˈspɛkt tɪ du sth*.],期望做某事；预计做某事,"Despite containing Haversian canals, dinosaur bones also had features one would expect to see in animals that are not endotherms"
expel from,[ɪkˈspɛl frəm],驱逐出；开除；排出,
eye to eye,[aɪ tɪ aɪ],心有灵犀,
face to face,[feɪs tɪ feɪs],面对面地,
face up to,[feɪs əp tɪ], 勇于面对（困难或问题）,
fade away,[feɪd əˈweɪ],渐渐消失；凋零；消瘦；憔悴,
fail to,[feɪl tɪ],不能,"According to paragraph 3, what did the teachers working with Wildman and Niles often fail to do when they attempted to practice reflection?"
fall away,[fɔl əˈweɪ],背离；背叛；减弱；渐退,"They revealed output powers ranging from about 1 horsepower to perhaps 60 for the largest wheels and confirmed that for maximum efficiency, the water should pass across the blades as smoothly as possible and fall away with minimum speed, having given up almost all of its kinetic energy"
fall back,[fɔl bæk],退却；后退,"Why did theater develop, and why was it valued after it ceased to fulfill the function of ritual? Most answers fall back on the theories about the human mind and basic human needs"
fall down,[fɔl daʊn],跌倒；落下,"And over time, those buildings would fall down or be torn down and then be built over"
fall into,[fɔl ˈɪntu],落入；陷于,"The ceramics fall into three broad types-earthenware, stoneware, and porcelain-for vessels, architectural items such as roof tiles, and modeled objects and figures"
fall off,[fɔl ɔf],X 减少；跌落,"They wilt and fall off quickly and so the mites need to find new flowers in order to get more nectar and pollen to eat, but the mites can't fly and they are so small that it would take them awhile and a lot of effort to climb down one flower, crawl to another one, and climb all the way up again"
fall on sb./sth.,[fɔl ɔn sb./sth*.],（责任）落在.......身上；袭击,
fall prey to,[fɔl preɪ tɪ],成为......的牺牲品；深受......之害,
fall victim to,[fɔl ˈvɪktɪm tɪ],成为......的受害者；屈服于；被降服,
feed into,[fid ˈɪntu],注入；送入；装进,But there's a government program that compensates them that pays them for creating these buffer zones between their fields and the streams that eventually feed into bays like the Chesapeake and it's beginning to show some success
feed on,[fid ɔn],以......为食,"And one of the concrete ways people have been doing this is by cleaning up polluted habitat areas and then replanting flowers, um, replanting native flowers that humming birds feed on"
fight for,[faɪt fər],为......而战,"If workers from two different colonies arrive at the prospective nest at the same time, they may fight forpossession"
fight off,[faɪt ɔf],击退；竭力避免,
fight with,[faɪt wɪθ],与......并肩战斗；为反对......而战斗；与......打架,
figure out,[ˈfɪgjər aʊt], 解決；算出；想出；理解,[C] Help the man figure out which ctasses to take
file for,[faɪl fər],提出；申请,
fill out,[fɪl aʊt],填写；填充,The reason the man has to fill out a form
fill up,[fɪl əp],（使）填满；装满,"And as it builds up, it starts to fill up the lake and there's less and less room left for water"
find fault with,[faɪnd fɔlt wɪθ],抱怨；找碴；挑剔,
first and foremost,[fərst ənd ˈfɔrˌmoʊst],首先,"But, it may make more sense to consider Audubon, first and foremost, as a naturalist, as a scientist"
fish for,[fɪʃ fər],摸索；搜寻,
fit in/into,[fɪt in/into*],适应；适合,
fit out with,[fɪt aʊt wɪθ],向......提供（或配备）所需的东西,
flag up,[flæg əp],标记出,
flash back to,[flæʃ bæk tɪ],回想起,
flatter oneself,[ˈflætər ˌwənˈsɛlf],自以为是；自鸣得意,
focus on,[ˈfoʊkɪs ɔn],集中于,Another explanation for the focus on animals might be that these people sought to improve their luck at hunting
for a while,[fər ə waɪl],暂时；片刻,"Like I said before, Uranium-Lead Dating has been with us for a while"
for fear of/that,[fər fɪr of/that*],生怕；以免,
for free,[fər fri],免费,"The band is labeled with a tracking number, oh, and there is a phone number on the band for people to call for free, to report a banded bird they've found or recaptured"
for instance,[fər ˈɪnstəns],例如,"Studies on discrimination and problem- solving skills in the bottlenose dolphin, for instance, have concluded that its intelligence lies ""somewhere between that of a dog and a chimpanzee"
for one thing,[fər wən θɪŋ],首先；一方面,"I mean, for one thing, the project established a lot of…uh like community art centers and galleries in places like rural areas where people hadn't really hadaccess to the arts"
for one's sake,[fər wənz seɪk],为了......的缘故；为了......的利益,"If we value something not as a means to something else, but for its own sake, let us say that it has “intrinsic value"
for sale,[fər seɪl],出售；待售,"However , recently a professio nally painted, full-length portrait of a teenage girl owned by a mem ber of the Austen family has come up for sale"
for the benefit of,[fər ðə ˈbɛnəfɪt əv],为了......的利益,"Is translocation successful if the individuals survive the first week or a year, or do they need to reproduce for one or several generations？Whatever the answer, it is clear that a general framework is required to ensure that any translocation is justified, has a realistic chance of success,and will be properly monitored and evaluated for the benefit of future efforts"
for the first time,[fər ðə fərst taɪm],第一次；首次；开始,"When some people visit a city or country for the first time, they prefer to take an organized tour"
for the purpose of,[fər ðə ˈpərpəs əv],为了......目的,The flat character is introduced solely for the purpose of allowing the round character to show off
for the sake of,[fər ðə seɪk əv],为了......起见；看在......的分上,He criticizes that people of his time for abandoning their own minds and their own wills for the sake of conformity and consistency
freeze over,[friz ˈoʊvər],冻结；使......凝固；冰封,
frighten away,[ˈfraɪtən əˈweɪ],吓跑；吓走,
from one's point of view,[frəm wənz pɔɪnt əv vju],从某人的角度看；根据某人的观点,I want to respond the question from the second point of view
from the bottom up,[frəm ðə ˈbɑtəm əp],从下到上,
from the perspective of,[frəm ðə pərˈspɛktɪv əv],从......的角度,The theory is attractive because it explains yawning from the perspective of Darwinian evolution
from the standpoint of,[frəm ðə ˈstændˌpɔɪnt əv],从......的角度,It can be inferred from paragraph 2 that all of the following features of modern architecture seemed odd from the standpoint of traditional architecture
from time to time,[frəm taɪm tɪ taɪm],时不时；偶尔,The studies are complicated by the fact that the data are sometimes contradictory and the mechanisms apparently change from time to time
fulfill one's pledge,[fʊlˈfɪl wənz plɛʤ],履行诺言,
function as,[ˈfəŋkʃən ɛz],起......的作用；具有......的功能,The idea of associations of plants and animals that function as “superorganisms ”was later rejected by biologists who saw no strong evidence in support of that idea
gain control of,[geɪn kənˈtroʊl əv],控制,The richest individuals managed to gain control of the most valuable cropland
get into the habit of,[gɪt ˈɪntu ðə ˈhæbət əv],养成......的习惯,
get involved,[gɪt ˌɪnˈvɑlvd],介入；参与,"S: Yeah, it seems like a great industry to(弱读) get involved with"
get lost,[gɪt lɔst],迷路,There's just so much history to consider; you could get lost without a solid outline
get on with,[gɪt ɔn wɪθ],继续做,
get over,[gɪt ˈoʊvər],克服；（从病中）恢复过来,"I know I encourage everyone in class to look at a substantial number of sources, but I don't want you to get overwhelmed"
get rid of,[gɪt rɪd əv],摆脱；除去,"Professor Well, as a matter of fact, a lot of politicians who did not believe in government support for the arts, they wanted to do away with the agency entirely, for that very reason, to get rid of governmental support"
get stuck in,[gɪt stək ɪn],被困在；开始工作（或吃饭）；使劲干,
get through,[gɪt θru],通过；完成；度过；熬过（困难时期等）,"Since it's only necessary for a few young toads or eggs to get through the fence in order to establish population on the other side, the fence is unlikely to be effective"
get to,[gɪt tɪ],到达；开始；接触到,"The basic cultural requirements for the successful colonization of the Pacific islands include  the appropriate boat-building, sailing, and navigation skills to get to the islands in the first place;  domesticated plants and gardening skills suited to often marginal conditions; and a varied inventory  of fishing implements and techniques"
give access to,[gɪv ˈækˌsɛs tɪ],接见；准许出入,
give away,[gɪv əˈweɪ],赠送；丧失；泄露,
give birth to,[gɪv bərθ tɪ], 产生；造成；生育,"They breathe through lungs, not through gills, and give birth to live young"
give in,[gɪv ɪn],提交；投降；屈服,"Now, don't forget, the little brother is there and he is watching all this happen and maybe he sees this sort of thing happen a lot as mother giving in when his sister cries and screams, what do you think he is going to start doing when he wants something from mum? He'll probably cry and scream, right? But what if the opposite had happened? Say mum didn't give in and didn't buy the girl the toy, in fact say mum instead disciplined the girl for screaming and crying when they got home, she didn't let the little girl watch her favorite TV program"
give off,[gɪv ɔf],散发出（气体、热量或气味）,"Nearly all astronomical objects in space emit radio waves, whether nearby stars, objects in far away galaxies, they all give off radio waves"
give out,[gɪv aʊt],分发；放出,
give place to,[gɪv pleɪs tɪ],让位于；被......所代替,
give priority to,[gɪv praɪˈɔrəti tɪ],给......以优先权；优先考虑,
give prominence to,[gɪv ˈprɑmənəns tɪ],突出,"Industrial Revolution, and many give prominence tothe problem of energy"
give rise to,[gɪv raɪz tɪ],使发生；导致,"If so,the green algae would have been subjected to environmental pressures that resulted in adaptations that enhanced their potential to give rise to land-dwelling or organisms"
give sb. an account of,[gɪv sb*. ən əˈkaʊnt əv],向某人说明；向某人解释（理由）,
give up,[gɪv əp],放弃,"Another aspect is that people are becoming more and more unhappy with time spent waiting in traffic or finding parking places, so they might be willing to give up their cars and rely on public transportation"
