on the spot,立刻；当场
on the threshold of,即将开始；即将经历
on the verge of, 接近于；濒于
on the way,在......途中；即将到来
on the whole, 基本上；大体上；总体而言
on top of,在......之上
once and for all,最终地；彻底地
once in a while,有时；偶尔
only if,只有......
open up, 打开；提供（机会）；（机会、可能性）出现
or so,大约；左右
or something,诸如此类
originate from,来自
other than,不同于；除了
ought to,应该
out of breath,喘不过气；上气不接下气
out of control, 失去控制
out of curiosity,出于好奇
out of order,发生故障；失调
out of sight,看不见的
out of temper,发脾气；生气
out of the blue,突然地；出乎意料
out of time, 不合时宜；不合拍
out of touch, 失去联系
out of work,失业
over a period of,在......时期内
over the course of,在...过程中
owe...to,把......归功于；把......归因于
pack away,收藏；收拾
paint with,用......涂
pair with,与......成对；与......配对
pairs of,几对；几双
participate in,参加；分享
pass across,穿过
pass away,去世；逝世
pass by,经过；走过；逝去
pass on,传递
pass over,避免提及（或考虑）
pass through, 穿过
pass to, 传递给
pave the way for,为......做准备；为......铺平道路
pay a price for,为......付出代价
pay a visit to,参观；访问
pay attention to, 注意；重视
pay for,为......付出代价；为......付钱
pay off,还清（债）；取得成功；带来好结果
pay up,全部付清
peer at,凝视
penetrate into,贯穿；深入
perceive...as,把...看作
pick out,挑选出
pick up,捡起；获得；收拾
place an emphasis on,强调
place strain on,给......施压
plan for,为......订计划
play a part/role in,在......中起作用；在......中扮演角色
play the role of,担任......角色
plead against,反驳；劝人不要
plead for,请求；为......辩护
plenty of,大量
plow into, 犁进；干劲十足地投入
point out,指出；指明
point to, 指向；表明
pop up,突然出现
pose a threat to,对......构成威胁
praise for,因......赞扬
predominate in,在......占主导
prefer to,更加喜欢；宁愿
prepare for,准备
preside over,主持；负责
prevent sb./sth. from doing sth.,阻止；阻挠
prey on,捕食；掠夺
prior to,在......之前
prohibit sb. from doing sth.,阻止某人做某事
project... onto,将......投影于
protect sb./sth. from sth. X,保护某人（或某物）免受（侵害）
prove to be,结果是；证明为
provide sb. with sth./provide sth. for sb.,为某人提供某物
pull away from,拉开（距离）；疏远
pull back,拉回；撤回
pull into,映入......后停下
pull out of,退出；拉出；取出
pull through,渡过难关；恢复健康
pull together,齐心协力
push back,将......往后推；延迟
push forward,推进
push up,推动（价值、数量等）上升
put...down to,把......归因于
put...into effect,实行；使......生效
put... into practice,实施；实行
put...to use,使用；利用
put an end to,结束；终止
put aside,储存；保留；撇开
put away,放好；收好；储存
put effort into,对某事付出很大力气；为......付出努力
put faith in,相信；信任
put forward,提出（汁、意等）
put in for,申清
put into,投入；放进；在......上种植
put off,推迟；推延
put out,熄灭
put pressure on,对......施压
put strain on,给......带来压力
put up with,容忍；忍受
puzzle out,经过苦苦思考后得出
puzzle over,对......苦心思索；......大麦筋
qualify for,使具有......的資格；使合格
quest for,搜寻；探求
quite a few,不少；有相当数量的
quite a little,相当多；不少
race against,同......比赛
range from...to...,在......和......之间变化或变动；从......延伸到......
rather than,而不是；宁可......也不愿（与would 连用时）
reach a compromise over,就......达成妥协
reach a settlement,达成一致意见
reach an agreement,达成协议；达成一致意见
reach for,伸手去拿
react against,反对；起反作用
react on/upon,对......产生影响
react to,作出反应
read through,通读；把（台词等）过一遍
reckon...as/to be,认为......是；把......看作
reckon on,依靠；指望
reckon with,考虑到；预料到；处理；对付
reconcile to,顺从；服从；将就
recover from,顺从；服从；将就
reel off,一口气说；流畅地讲
refer to,参考；涉及；指的是
refer to...as,把......称作；把......当作
reflect on,反省；细想；考虑；回想
refrain from,克制；抑制；戒除；避免
refuse to do sth.,拒绝做某事
regard...as,把......当作
regardless of,不顾；不管
register for,为......而登记；注册；选（课）
统治；支配,reign over
rein in,严格控制；严加管束
release from,从......中释放出来
relieve sb. of, 减轻某人的负担；免除某人的职位
rely on,依靠；依赖
remark on, 评论；谈论
remind sb. of sth./ doing sth.,使（或提醒）某人想起（做）某事
remove from,从......移开（或拿开、除掉）
render to,给予；提供
renege on,食言；违背
reside in,存在于；属于；居住
resolve into,分解成
resort to, 求助于；诉诸
respond to,响应
respond with,回报；答复
停留在；依赖；被搁在；信赖,rest on
起因于；由......造成,result from
导致；结果是；产生,result in
return to, 恢复到
right away,立刻
rise and fall,波动
rot away,烂掉；腐烂
rule out,排除；取消；划去；反对；阻止
run down,撞倒；使......变弱
run for,竞选
run into,撞上；偶然遇见
run low,不足；缺乏；减少
run off,复印
run out, 用光；耗尽；（法律文件）到期；期满
run short,用完；耗尽
run the risk of,冒.......的风险
rush into,突然闯入；冲入；草率地做
rush through, 匆忙完成；匆匆通过各项程序
使........充满,saturate.with
scale back,按比例缩减：相应缩减
scatter over,分散
scramble for,争夺；抢夺
scramble over,爬过
Screw up,拧紧；把......弄糟
search for,寻找；搜索
see...as...,把......当作......
see about,处理；安排；考虑
see eye to eye,看法完全一致
see out,找出
see through,看穿；识破；帮助......渡过难关
see to,照料；处理
seek out,找出
seek to,寻求
seep into,渗入；影响到；流入
segregate sth. from sth.,将某物与某物分开（或隔离、分离）
seize on/upon,利用；抓住
sell off,甩卖；廉价出售
send for,派人去请；召唤；索取
send in,呈报；提交；送来
send out,发送；派遣
serve as,担任；充当；起......的作用
serve sb. right,给某人应得的待遇
serve to,有助于；用于
set about,开始；着手
set apart,留出；分开放；使......显得与众不同
set aside,留出
set back,推迟；延缓；阻碍
set down,制定（规定、规则等）；记下
set foot in,踏进；涉足
set forth,阐明；陈述
set free, 释放；使获得自由
set in,（不好的事情）开始；到来
set in motion, 开始；调动
set off,出发；引起；动身
set out to,打算；着手；出发去做某事
set the stage for,为......做好准备
set up,设置；建立；装配
settle down,安定下来
settle for,勉强认可
settle in/into, 在新居安定下来；适应新环境
settle on/upon, 选定；决定
settle out,沉淀下来
shake up,震动；重组；摇匀
shed light on,对......迷行南明；解程
shoot up,快速成长；激增
shout at,火对......大喊
shove off,动身离开
show off,炫耀；卖弄
show up,露面；露出；揭露
shrink away/back from,退缩；畏缩（以远离）
shut down,停工；关闭
shut off,切断（水、电等）；关掉；（使......)停止运转
shut out,排除
side by side,肩并肩；一个挨一个
sign up (for),注册；选课；报名参加
sit back,在一旁闲着；袖手旁观
sit for,参加（考试）
sit in,列席；旁听
size up,估计；判断
sketch out,概述；简述
skim off,把......撤去
slack off,偷懒；懈怠
slim down,精简（机构）；裁减（人员）
slip into,堕入；落入；溜进；滑入
slip out,泄露；不慎说出；悄悄溜走
slip up, 失误；出差错
slow down,减缓
smooth down,（使......）平静下来；缓和下来
snatch up,夺取；迅速抓起
sneak out, 偷偷地走；潜行
sniff out,发觉；发现；嗅出
so...as to,如此......以致
so as to,以便
so far,到目前为止
so long as,只要
so that,以便；以至于
soak into,渗透入......
soak up,吸收；摄取
sooner or later,迟早；早晚
sort of,到某种程度
sort out,挑选出；分类
speak for,代表......讲话；为......辩护；表明；说明
speak highly of,对......给予高度评价
speak out,讲出；大胆地说
speak well of,称赞
specialize in,专门研究
speed up,加速
spell out,清楚地解释
spend...on...,在......方面花费......
spill out,溢出；倾诉；涌出
spit out,吐出
split into,分裂成
split off,分裂出去；分离
split up,分开；分离
spread into,蔓延到
spread out,（人群等）散开；伸展
spread over,遍布；覆盖；延伸至
spring from,来自
spring up,出现；涌现；萌芽
sprout up,抽条；发芽
spy on,暗中监控
squeeze into, 挤入；硬塞进
stake on,在......上打賭
stand by,支持；袖手旁观
stand down,以 放弃席位；退位；下台
stand for,代表；代替；意味着
stand out,站出来；脱颖而出
stare at,盯住；凝视
start from scratch, 从头做起；从零开始
start off, 开始；开始进行
start up, 开始；发动；突然站起；突然出现
start with,人......开始
starve to death,饿死
stay on course,保持路线；按计划进行
stay put,留在原地不动
stem from,起源于
step in,插手；介入
step up,增加；提高；加快；加紧
stick around, 逗留；停留
stick out,伸出；突出；（把......）坚持到底
stick to,坚持
惹（麻烦）；挑起（争端）,stir up
中途停留：中途下车（或船、飞机等）,stop off
短暂停留,stop over
store away,贮存；储存；储备；收起来
store up,储备
stream into,涌进
stretch out,伸展
string out,把...排列成行；拖长时间
strip away, 除去
strive for,为......努力奋斗
struggle for,为......而斗争；为......奋斗
struggle to,竞争；挣扎
stuff sth. with sth.,用......把......装满
submerge in,埋头于......；淹没在......
submit to,服从；屈从
subscribe to,同意；预订；订阅
succeed in,获得成功
sue for sth.,（尤指在法庭上）提出请求
suffer from,忍受；遭受
sum up,总结
surge into,飙升到；涌入
swear at,诅咒；咒骂
swell to,暴增至
switch on/off,打开/关掉......的开关
switch to,切换到
sympathize with sb.,对某人表示同情
take a breath,深吸一口气
take a fancy to,喜欢上；爱上
take a stand,明确立场；表态
take action,采取行动
take advantage of,利用
take apart,拆卸
take care of,照顾
take charge of,控制；负责
take down,记下
take effect,生效；起作用
take hold,抓住；扛着；固定下来
take in,吸收
take it easy,别紧张；慢慢来
take notes,记笔记
take notice of,注意到
take off,起飞
take office, 就职
take on,承担
take one's place,取代某人的位置
take one's time,不急不忙；从容进行
take over,接管；接收
take place,发生；举行
take precedence over,优先于；比......重要
take pride in,以......为豪；对......感到满意或愉快
take risks/chances,冒险
take root, 生根；扎根
take shape, 生根；扎根
take sth. for granted,认为......理所当然
take sth. into account/ consideration,考虑；考虑到
take sth. out,除掉......
take the blame,负过失的责任；承担过错
take the lead,带头；独领风潮
take the place of,代替
take turns,轮流；依次
take up,开始从事
talk sb. into doing sth.,说服某人做某事
tangle with sb.,与某人争吵（或打架）；与某人有纠葛
tear down, 拆毁；拆除（建筑物、墙等）
tear up,撕毁；撕碎（文件等）
tell sth./sb. apart,区别（或辦别）某物/某人
tend to do sth.,倾向于做某事
testify to sth.,（尤指出庭）作证
thanks to,由于；幸亏
the key to,......的关鍵
the rest of,其余的；剩下的
the same as,与......一致
there and then,当场；当即
think about,思考；考虑
think highly/poorly of,对......评价很高/很糟
think nothing of,不在乎；把......视为平常
think of, 想到；考虑s
think of...as,把......看作；认为......是
think out,仔细考虑；想出（方案、计划等）
think...over,仔细考虑
think through,充分考虑
thirst for,渴望；渴求
thousands of,数以千汁的
to the point, 扼要；切题
together with,......一起
tone up,增强；加强锻炼
tons of,许多
top out,（价格等）达到最高水平
trace back to,追溯到
track down,（经过长时间艰难搜索后）找到
trade with,从事贸易
transform...into...,把......转变成......；使......转换为
trap in,使困于；陷入
try for,争取
turn around, 转向；（生意或经济）好转；有起色
turn back, 往回走；回头
turn down,调低（音量或热度）
turn into,变成；进入
turn off,关掉；离开（道路）
turn on, 打开
turn one's back on,背弃；拒绝；不理睬
turn out,结果为
turn over,把......翻过来；移交给
turn sb. away,把某人拒之门外
turn up,调高（音量或热度）；（意外地或终于出现；发现
turning point,转折点
under any circumstances,在任何情况下
under construction,在建造中；正在施工之中
under control,在......控制下
under discussion,在讨论中
under no circumstances,无论如何都不
under pressure,面临压力；在压力之下
under suspicion,受到怀疑
under the influence of,在......的影响下
under way,在进行中
up and down, 来回地；上上下下地
up in the air,（问题等）悬而未決
up to,一直到；高达
upside down,上下颠倒
use up,用完；耗尽
varieties of,各种各祥的
vary from sth. to sth.,各不相同
vice versa,反之亦然
view...as,认为......是
vote against,投票反对
vote for,投票贊成
vote on,为......投票表決
wait for,等待；等候
wait on,伺候；服待
walk out,罢工
walk up to,走向；走近；靠近
ward off,阻挡（危险、疾病等）
warm up,热身；变暖
warn sb. of sth.,警告某人某事
wash up,洗餐具；清洗；冲刷
watch out, 密切注意；提防；监视
watch over,看守；照管；监视
wear off,（药性、感觉、感情等）逐渐消失
wear sb. out,便某人筋疲力尽
weed out,清理；剔除（无用的人和物）
weigh...against...,权衡......和......
what if,假如；假使......将会怎么样
when it comes to,就......而论；当提到；当涉及
whether...or...,是......还是......
whether or not,不论；是否
win over,赢得......的支持；使......与自己的观点一致
wind up,完成；停止（活动）
wipe out,推毁；使灭绝
wish for,期望得到
with a view to,着眼于；以......为目的；考虑到
with assurance,有把握地；自信地
with confidence,满怀信心地
with ease,容易地；不费力地
with one accord, 一致地
with one's consent,经某人同意
with regard to,对于；就......而论
with respect to,关于；至于
with the exception of,除......之外
with the help of,在......的帮助下
with the purpose of,为了
without penussion,未经允许
work as,充当；从事......工作
work for,争取；力争；努力取得
work off,消除；去除
work on,对......起作用；继续工作；从事......
work out,网 解决；算出；实现
work with,与......共事；与......合作
write off,报废；勾销；注销
yield to,屈服于
